,Index,Category,Number,protein,carbonhydrate,fat,minerals,fibre,water
39,0039,Pork with preserved vegetable,982,0.03244974690288997,0.22565970782009723,0.023617858602103404,0.006164479411489008,0.014885205001325676,0.6972230022620947
40,0040,Fried hair tail,601,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
41,0041,Yogurt purple rice,401,0.034800275951144946,0.04673466453381425,0.032593918398046415,0.004331009674446627,0.0,0.8815401314425477
42,0042,Home style bean curd,463,0.023912408442579768,0.07629679473416343,0.01296944186716191,0.00834431598504988,0.008105901166976194,0.8703711378040688
43,0043,Double chicken drumsticks,1010,0.14629486768965996,0.0,0.4281703314448912,0.004073405858071068,0.0,0.4214613950073777
44,0044,Fried crab with curry,513,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
45,0045,Fried cantonese sausage,242,0.1882279937324649,0.014424379444150036,0.2768058731359778,0.01375845054047388,0.0,0.5067833031469333
46,0046,Roasted eggplant with garlic,628,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
47,0047,Shrimp skewers,999,0.022486723716767763,0.06614338102274482,0.04193470098532366,0.00795057620710151,0.0020258309654745733,0.8594587871025876
48,0048,Wont on noodles,812,0.006623962847998922,0.06915015761017056,0.0016058091752724657,0.0053015789921620465,0.003010892203635873,0.9143075991707601
49,0049,Fried kidney flower with pig liver,424,0.2590121769883053,0.011152192259775751,0.06460233894626853,0.009966643893421211,0.0,0.6552666479122292
50,0050,Vinegar cabbage,420,0.0,0.00980613409960082,0.0,0.0010396294664713353,0.0,0.9891542364339277
51,0051,Crab roe salad,475,0.006106919954564515,0.08651469935633063,0.3348627775086209,0.007625507383266226,0.0010178199924274192,0.5638722758047903
52,0052,Fried eggplant,427,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
53,0053,Four red porridge,351,0.02946786774087268,0.042698338971468575,0.12027701118723544,0.004306809055002667,0.0,0.8032499730454207
54,0054,Boiled fish,1304,0.12650198608620944,0.011262497966339793,0.1066920566275582,0.005179532312503869,0.0,0.7503639270073886
55,0055,Grilled chicken feet,439,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
56,0056,Roast eggplants,433,0.1724636642320361,0.00090823462731909,0.15601452598170149,0.00477667837545929,0.0,0.665836896783484
57,0057,Kidney beans,316,,,,,,
58,0058,Stra what cake,285,0.08182818081611798,0.11574968122716324,0.02896221672521994,0.0037790931914073625,0.009918567371650663,0.7597622606684408
59,0059,Mei cai bamboo shoots,355,0.025511492672333963,0.051022985344667926,0.002943633769884688,0.0060329970356037994,0.021586647645821046,0.8929022435316887
60,0060,Cold pork cold head,485,0.20094834125116814,0.08504019324566221,0.25000999120058864,0.023264318923620114,0.0,0.44073715537896085
61,0061,Braised duck gizzards,728,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
62,0062,Wasabi octopus,496,0.04496689480995473,0.2205251466304863,0.005901904943806558,0.008105245317081998,0.07307120406617644,0.6474296042324941
63,0063,Cheese baked sweet potatoes,399,0.0706871422427905,0.43507438253661207,0.18219362014691076,0.007393227942786623,0.011947122632584312,0.29270450449831564
64,0064,Fried twist,447,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
65,0065,Dumplings,490,,,,,,
66,0066,Tomato pasta,363,0.015790214369924064,0.1026363934045064,0.023685321554886094,0.007190271491024545,0.03158042873984813,0.8191173704398107
67,0067,Dried caro b,473,0.3557694404091062,0.5082420577272946,0.059951818238035984,0.0452309915551537,0.0,0.030805692070409493
68,0068,Toffee cake,406,0.0,0.0,1.0,0.0,0.0,0.0
69,0069,Crab yellow tofu,498,0.0366159621745754,0.05707782338977929,0.03269981648745503,0.014795648762694753,0.03916145687120363,0.819649292314292
70,0070,Barbecue ribs,1259,0.1983566969521813,0.03368131000611518,0.12776712508307764,0.011040098113857732,0.006050534731637456,0.6231042351131307
71,0071,Strawberry sundae,787,0.040997286561009275,0.2924940884719439,0.0514220244640532,0.004638005988210022,0.0,0.6104485945147836
72,0072,Pineapple rice,268,,,,,,
73,0073,Tinfoil potatoes,233,0.021780276217462993,0.08910112998053041,0.01881023855144531,0.0030573567733986,0.013860175774749175,0.8533908227024135
74,0074,Stir fried pork with rice white,445,0.03530813717049544,0.03984493691865966,0.003254660688900418,0.0053559682557360105,0.017752694666729553,0.8984836022994789
75,0075,Black pepper pork cho price,251,0.08841734258774994,0.5442049141950538,0.027742111341295936,0.018303691922730257,0.21529920764870772,0.10603273230446239
76,0076,Ribs rice,463,,,,,,
77,0077,Braised noodles with ribs,445,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
78,0078,Spicy shrimp,464,0.022486723716767763,0.06614338102274482,0.04193470098532366,0.00795057620710151,0.0020258309654745733,0.8594587871025876
79,0079,C hoy sum with garlic sauce,332,0.12694091946295394,0.20852452837503227,0.11483240329838759,0.009185927287983281,0.016872522524395757,0.5236436990512471
80,0080,Steamed chicken in lotus leaves,424,0.2257474543362564,0.0,0.02628703690493297,0.006510536516617248,0.0,0.7414549722421933
81,0081,Spicy cabbage fried rice,493,0.040498844763169166,0.11333849361778996,0.0,0.0051075161776860094,0.04079020335858765,0.8002649420827672
82,0082,Pineapple fritters shrimp,406,0.022486723716767763,0.06614338102274482,0.04193470098532366,0.00795057620710151,0.0020258309654745733,0.8594587871025876
83,0083,Spicy shao pointed,351,0.060557047657901764,0.10092841276316959,0.032356461738780845,0.0036782469486718664,0.02374786182662814,0.7787319690648479
84,0084,Scallion lamb,500,0.14104414065098136,0.008520790302298091,0.03418340580098411,0.003669002181873662,0.0,0.8125826610638628
85,0085,Ba zhen tofu,475,0.040797374129752206,0.24378918687290954,0.2398089552504947,0.006932210207495047,0.0079604632448297,0.4607118102945188
86,0086,Donkey meat,802,0.12058544383337017,0.02435765823068076,0.02525979372070597,0.003440995352147837,0.0,0.8263561088630953
87,0087,Fried egg roll,167,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
88,0088,Gourd head bread in the soup,402,0.006623962847998922,0.06915015761017056,0.0016058091752724657,0.0053015789921620465,0.003010892203635873,0.9143075991707601
89,0089,Fish head tofu soup,300,0.022591600442955308,0.0,0.008096989539289293,0.0036704353321435094,0.0,0.9656409746856119
90,0090,Fried spring rolls with three pieces of silk,398,0.18236742825481747,0.08585416654291618,0.19554594591828992,0.00889795101473278,0.037791337417310736,0.489543170851933
91,0091,Braised beef brisket on rice,311,,,,,,
92,0092,Smoked fish,993,0.17732210784929522,0.0,0.2023380879368162,0.016138582340992608,0.0,0.604201221872896
93,0093,Fried rice noodles with eggs,230,0.001594885823170563,0.8581482532297111,0.0005980821836889611,0.0009037121475904151,0.00498401819740801,0.13377104841843096
94,0094,Corn ribs soup,501,0.028583053107812374,0.08155164802788427,0.040775824013942134,0.003590771031855213,0.007995259610576889,0.8375034442079291
95,0095,Rib skewers,1019,0.028865187362820968,0.07004349660768446,0.004138016370194614,0.003747327068511118,0.008074178283306565,0.8851317943074822
96,0096,Fried shao mai,280,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
97,0097,Shredded potatoes with salad,896,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
98,0098,Glutinous rice balls with peanuts and sesame seed,500,0.08919166145210299,0.3964955103679178,0.12812739078446808,0.02018958167127941,0.30211241833816616,0.06388343738606568
99,0099,Fried potato chips with spicy cabbage,326,0.02584440018994561,0.27804673562843374,0.11303267856659231,0.00620966816775169,0.031208332304839985,0.5456581851424366
100,0100,Crab stick ni giri sushi,347,0.13707538460776503,0.014007703536559932,0.14207813587082216,0.006453599156856315,0.0020011005052228475,0.6983840763227738
101,0101,Steamed pumpkin with red dates,563,0.010692773520368995,0.07864048889071379,0.0027217968960939263,0.005183234477670067,0.028190039280972804,0.8745716669341804
102,0102,Coconut jelly,337,0.030665647609440103,0.14025159552305488,0.3084061676997445,0.005070099782610028,0.08288012867416245,0.43272636071098813
103,0103,Fried ed amame with pickled vegetables,491,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
104,0104,Braised pork on rice,1887,,,,,,
105,0105,Braised chicken nuggets,367,0.1197424151373699,0.16028747583696187,0.17244103211546363,0.009983259870896757,0.0159390902013138,0.521606726837994
106,0106,Preserved egg with hot pepper,267,0.005327947328790252,0.018282172206633217,0.0038653735522595945,0.029373360160975883,0.0031340866639942657,0.9400170600873469
107,0107,Green tea cake,384,0.0,0.0,1.0,0.0,0.0,0.0
108,0108,White rice,1422,0.008172952926170613,0.18880555810457428,0.0164493609526725,0.007555222522092578,0.008276408026501886,0.7707404974679881
109,0109,Pork liver noodle,405,0.1477535273479806,0.031588685157154475,0.2904121054770653,0.01463682106553628,0.0,0.5156088609522633
110,0110,Spicy fish,409,0.0,0.0,1.0,0.0,0.0,0.0
111,0111,Sauerkraut beef,185,0.0,0.0,0.999998000004,1.999996000008e-06,0.0,0.0
112,0112,Lotus pond side dishes,461,,,,,,
113,0113,Green pepper stir fried dregs,321,0.04229912590233503,0.10417389379202978,0.0020657712649977573,0.003511289789176926,0.018690311445217805,0.8292596078062426
114,0114,Fried bacon with bamboo shoots,347,0.3495903964137632,0.01752074510328412,0.3616487915730823,0.02749558356124129,0.0,0.24374448334862908
115,0115,Grilled prawns,383,0.2938402273147998,0.0,0.03376672442702276,0.009609023664049181,0.0,0.6627840245941282
116,0116,Grilled duck intestine skewers,218,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
117,0117,Stir fried beef fillet with tea mushroom,427,0.03530813717049544,0.03984493691865966,0.003254660688900418,0.0053559682557360105,0.017752694666729553,0.8984836022994789
118,0118,Scrambled noodles with tomato and egg,360,0.13765630917653704,0.692850646540381,0.043163418979083656,0.0066580740354127855,0.03208091951148109,0.08759063175710444
119,0119,Snowflake chicken fillet,331,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
120,0120,Refreshing evergreen,290,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
121,0121,Fried chicken gizzards,659,,,,,,
122,0122,Scallion sea bass,324,0.1855875619638906,0.0,0.020139724575571415,0.006104592195550603,0.0,0.7881681212649874
123,0123,Red date and yam con gee,428,0.03150511878672098,0.10256556021418313,0.0196782760876049,0.010421237352111049,0.007950818621254506,0.8278789889381254
124,0124,Coarse grain porridge,428,0.06263907494614118,0.7518567226668761,0.06263907494614118,0.016932778806287806,0.06292080991591394,0.04301153871863968
125,0125,Stewed chicken nuggets,449,0.1197424151373699,0.16028747583696187,0.17244103211546363,0.009983259870896757,0.0159390902013138,0.521606726837994
126,0126,Spicy pork,373,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
127,0127,Pickled mustard,415,0.23640001286059578,0.25461949237937637,0.3284944963983126,0.022130621648731825,0.11058589558662839,0.04776948112635505
128,0128,Matcha mousse cake,197,0.0,0.0,1.0,0.0,0.0,0.0
129,0129,Snowflake cowboy bones,524,0.2606653484504187,0.0,0.058112631804176154,0.010204271246757808,0.0,0.6710177484986474
130,0130,Fried flower beetle,385,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
131,0131,Roast pork,455,0.1953680785539486,0.0,0.12255451553460887,0.006479408294413701,0.0,0.6755979976170289
132,0132,Flamingo cake,475,0.0,0.0,1.0,0.0,0.0,0.0
133,0133,Colorful facelift,379,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
134,0134,Cool coconut milk,429,0.022466245986047066,0.0543506562282536,0.23388441236129348,0.004323447544141072,0.021583293087032118,0.6633919447932326
135,0135,Tossed fish skin,442,0.0,0.0,1.0,0.0,0.0,0.0
136,0136,Spare rib noodles,981,0.18286792693179765,0.0,0.14844218657087196,0.006370759261911725,0.0,0.6623191272354186
137,0137,Boneless chicken feet,500,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
138,0138,Pork sauerkraut bun,429,0.14015383004077617,0.0,0.07107801380639361,0.003906707924483755,0.0,0.7848614482283465
139,0139,Soy milk,625,0.04179865806299729,0.17135468826773773,0.0167392730157501,0.0062418569998771494,0.01287636385826931,0.7509891597953684
140,0140,Beef brisket noodle,421,0.20920687130679697,0.0,0.07441383405072846,0.006671235561646339,0.0,0.7097080590808282
141,0141,Five recipes of tender beef,407,0.28368381453083835,0.0,0.12406172452369763,0.006806983140800757,0.0,0.5854474778046632
142,0142,Fried pork with pl euro tus eryn gii,938,0.1882279937324649,0.014424379444150036,0.2768058731359778,0.01375845054047388,0.0,0.5067833031469333
143,0143,Griddle chicken,343,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
144,0144,Red bean curd,470,0.05912099286187321,0.18474127849478142,0.02213489972748533,0.010361876286531922,0.05959396080476819,0.66404699182456
145,0145,Custard bun,272,0.01605233542919982,0.16052335429199818,0.020065419286499773,0.0017453904966361828,0.0,0.8016135004956659
146,0146,Fried lotus white with oil residue,364,0.0,0.0,0.9991947193513089,0.00010232958985115414,0.0,0.0007029510588401169
147,0147,Kimchi beef sushi,315,0.0,0.0,0.999998000004,1.999996000008e-06,0.0,0.0
148,0148,Red bean double skin milk,500,0.03309829531743371,0.04814297500717631,0.01985897719046023,0.004142502403638325,0.0,0.8947572500812914
149,0149,Mutton soup,1279,0.015865119670746414,0.07139303851835886,0.016856689650168063,0.001489030722397699,0.01090726977363816,0.8834888516646908
150,0150,Fire bun,566,0.060557047657901764,0.10092841276316959,0.032356461738780845,0.0036782469486718664,0.02374786182662814,0.7787319690648479
151,0151,Beef and rice noodle soup,391,0.024414190224907005,0.04882838044981401,0.016310320360337034,0.007737554430565171,0.0,0.9027095545343767
152,0152,Fried mushrooms,259,0.03530813717049544,0.03984493691865966,0.003254660688900418,0.0053559682557360105,0.017752694666729553,0.8984836022994789
153,0153,Stir fried shredded pork with garlic moss,391,0.1882279937324649,0.014424379444150036,0.2768058731359778,0.01375845054047388,0.0,0.5067833031469333
154,0154,Smooth double skin milk,307,0.10509315839717265,0.04787018506895137,0.02282884876187387,0.007196497897714448,0.0,0.8170113098742876
155,0155,Soybean curd,454,0.12590349734634204,0.06949873053518081,0.08158546628042965,0.008887668889595312,0.0,0.7141246369484522
156,0156,Beef clay pot rice,970,0.30575734778507685,0.0,0.10472239220143759,0.006639029232635057,0.0,0.5828812307808505
157,0157,Fried chicken chop,491,,,,,,
158,0158,Refreshing lotus root slices,1389,0.024833622371227354,0.16457050517547975,0.0009551393219702829,0.007323702676285098,0.04680182677654386,0.7555152036784937
159,0159,Fried shredded pancake,411,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
160,0160,Hot pot noodles,283,0.03501203230265801,0.10682648492345087,0.02327504420119879,0.004842661397461902,0.00994660008598239,0.820097177089248
161,0161,Fried pork with chili,465,0.1882279937324649,0.014424379444150036,0.2768058731359778,0.01375845054047388,0.0,0.5067833031469333
162,0162,S aute spicy chicken,436,0.27953213378890424,0.0,0.035589504908216406,0.009176220496462429,0.0,0.6757021408064169
163,0163,Pork with preserved vegetable rice,425,0.03244974690288997,0.22565970782009723,0.023617858602103404,0.006164479411489008,0.014885205001325676,0.6972230022620947
164,0164,Tir amis u cake,543,0.0,0.0,1.0,0.0,0.0,0.0
165,0165,Soy sauce fish,296,0.0018186735948700471,0.007173656957542964,0.8082993754977987,0.009227040483573184,0.0,0.17348125346621507
166,0166,Baked potato chips,415,0.06398702755900636,0.5496397205990223,0.3052898734228475,0.01935702925313909,0.03735033866731554,0.02437601049866909
167,0167,Cream of mushroom soup,415,0.01354778996457795,0.06824071982157781,0.05318761986093565,0.008000712593681337,0.007024779981633009,0.8499983777775942
168,0168,Baked fairy grass with Taro,862,0.0049639379454299035,0.3302927940612974,0.0010500637961486333,0.005971426427661964,0.04868477600325481,0.6090370017662073
169,0169,Baked corn with egg yolk,492,0.16013382260375134,0.03624718935356036,0.2679666867530618,0.007493394580784696,0.0,0.5281589067088419
170,0170,Steam pot chicken,455,0.05086459408078069,0.1912150395874358,0.11795409781942291,0.006099859302162255,0.010949325535980187,0.6229170836742182
171,0171,Tomato and egg soup,1074,0.03209296097696399,0.10447929251806576,0.020855362653799947,0.010483909814365606,0.007086773717310662,0.8250017003194939
172,0172,River noodles in pig soup,445,0.006623962847998922,0.06915015761017056,0.0016058091752724657,0.0053015789921620465,0.003010892203635873,0.9143075991707601
173,0173,Matcha yellow peach cake,423,0.0366159621745754,0.05707782338977929,0.03269981648745503,0.014795648762694753,0.03916145687120363,0.819649292314292
174,0174,Fruit pizza,499,0.06459589715122002,0.41785470969695443,0.08478211501097627,0.004516666246120462,0.03027932678963438,0.39797128510509455
175,0175,Sweet plum and sweet potato,981,0.008745784274028416,0.31563437177729514,0.03478660261804561,0.003570196194964757,0.0206361201971457,0.6166269249385203
176,0176,Cucumber preserved egg soup,427,0.011629448088449571,0.04300890715469712,0.006115485632719172,0.004178380495089666,0.004010154513258473,0.9310576241157861
177,0177,Scrambled egg with chopped chili pepper,343,0.008926186064741808,0.03868013961388116,0.005950790709827871,0.006217951458745594,0.006942589161465849,0.9332823429913378
178,0178,Pineapple cake,454,0.0,0.0,1.0,0.0,0.0,0.0
179,0179,Fried balls and radish,327,0.03133175347888071,0.04734798528917117,0.10400540531807367,0.004090685746376523,0.0,0.8132241701674979
180,0180,Steamed abalone with garlic and vermicelli,401,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
181,0181,Overlord chicken strips,1252,0.008107611176211494,0.7574684051336129,0.022147620774041157,0.0037525583962559764,0.019774661405393888,0.18874914311448468
182,0182,Braised chicken,421,0.0,0.0,0.9979980040039919,1.999996000008e-06,0.0,0.001999996000008
183,0183,Three delicacies in casserole,521,0.2612184417893426,0.015815960342714104,0.31774774520781757,0.01828803575966185,0.0,0.3869298169004638
184,0184,Crispy corncob,381,0.06155009170558061,0.8761001521189729,0.011356853823764463,0.012460719735338252,0.004056019222773022,0.03447616339357069
185,0185,Steamed mandarin fish,370,0.0,0.0,1.0,0.0,0.0,0.0
186,0186,Chinese salad,459,0.006106919954564515,0.08651469935633063,0.3348627775086209,0.007625507383266226,0.0010178199924274192,0.5638722758047903
187,0187,Hotbed chives with pork,299,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
188,0188,Clam tofu soup,905,0.0301497403827819,0.07826952470232122,0.014076534417126649,0.006556071029593669,0.011980029291171616,0.858968100177005
189,0189,Tuna on i giri,298,0.12329416941872819,0.15949245760168002,0.1203943065532431,0.008146904732875182,0.006999668985653668,0.5816724927078198
190,0190,Beef ribs,434,0.17832901779147162,0.0,0.22476992705070123,0.005899747194429306,0.0,0.5910013079633979
191,0191,Spicy cabbage sushi roll,432,0.060557047657901764,0.10092841276316959,0.032356461738780845,0.0036782469486718664,0.02374786182662814,0.7787319690648479
192,0192,Pickled mustard with shredded soup,322,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
193,0193,Red oil dumplings,409,0.0037449242612347428,0.0,0.40485667689024246,0.008607212465018865,0.0,0.582791186383504
194,0194,Fried shrimp,498,0.21532390685065644,0.11546354425325056,0.12361746498953066,0.00944962907411908,0.004026627524088947,0.5321188273083544
195,0195,Crispy radish skin,259,0.011531970031654477,0.11033554377743986,0.00674327061173016,0.00766420592017332,0.03225042466479642,0.8314745849942058
196,0196,Fried tofu,448,0.18236742825481747,0.08585416654291618,0.19554594591828992,0.00889795101473278,0.037791337417310736,0.489543170851933
197,0197,Salted chicken,448,0.1499434818577339,0.018862826075919617,0.24436418187617898,0.044709757375460894,0.0,0.5421197528147067
198,0198,Baked pig brain with tinfoil,364,0.008619980648650502,0.0006084692222576825,0.8225489769553438,0.007282463886591073,0.0,0.16094010928715702
199,0199,Sour and spicy fish meal with grain,498,0.11376753607535717,0.6536232966607941,0.02457162764918711,0.007774273975682423,0.10710709488107202,0.09315617075790716
200,0200,En oki mushroom,330,0.026005213439157997,0.07635365299241502,0.002835154848630007,0.004762884170569876,0.026396269280348345,0.8636468252688788
201,0201,Lotus root box,990,0.024833622371227354,0.16457050517547975,0.0009551393219702829,0.007323702676285098,0.04680182677654386,0.7555152036784937
202,0202,Simmered dry noodles,404,0.13765630917653704,0.692850646540381,0.043163418979083656,0.0066580740354127855,0.03208091951148109,0.08759063175710444
203,0203,Pigeon soup,406,0.015865119670746414,0.07139303851835886,0.016856689650168063,0.001489030722397699,0.01090726977363816,0.8834888516646908
204,0204,Duck belly,469,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
205,0205,Beef jerky,1086,0.33829027767599634,0.11208412814566143,0.26085033459353935,0.032408290117090004,0.018341039151108234,0.23802593031660463
206,0206,Chestnut cream soup,477,0.03203593102416095,0.08797483225520358,0.05603808368003386,0.0076795978429404265,0.031738383677187315,0.7845331715204739
207,0207,Plum kidney bean,380,,,,,,
208,0208,Red beans ago,216,0.05327341375669939,0.2079971010031422,0.049523119286462434,0.00963377566742404,0.05288876817000842,0.6266838221162634
209,0209,Lemon sauerkraut fish,411,0.0,0.0,1.0,0.0,0.0,0.0
210,0210,Sauce chili,256,0.008926186064741808,0.03868013961388116,0.005950790709827871,0.006217951458745594,0.006942589161465849,0.9332823429913378
211,0211,Squid crisp,300,0.050584855287332385,0.8220038984191512,0.042802569858512024,0.01262253621841591,0.04961206960872984,0.022374070607858555
212,0212,Spicy korean noodles,1147,0.019831854825587067,0.07833582656106892,0.024789818531983834,0.001466109531691175,0.010907520154072889,0.8646688703955961
213,0213,Steamed rice with mei cai meatloaf,416,0.03244974690288997,0.22565970782009723,0.023617858602103404,0.006164479411489008,0.014885205001325676,0.6972230022620947
214,0214,King crab,399,0.18316027624735579,0.0,0.006008538313199205,0.013998862804010387,0.0,0.7968323226354346
215,0215,Beef noodle soup,946,0.024414190224907005,0.04882838044981401,0.016310320360337034,0.007737554430565171,0.0,0.9027095545343767
216,0216,Fried frog,459,0.13687266260512546,0.00834712049685923,0.14924249177516985,0.006893796307410892,0.0,0.6986439288154346
217,0217,Mustard duck feet,476,0.12865222681839528,0.01456250810981055,0.13829361149799396,0.0071382401821578935,0.0,0.7113534133916423
218,0218,Fried squid,414,0.1817265836636067,0.0789102612452339,0.07577005829452498,0.00982310183291215,0.0,0.6537699949637222
219,0219,Cucumber with pork ears,470,0.22512605755597856,0.006016732050493859,0.15142108993742878,0.003228056968183962,0.0,0.6142080634879148
